product_id	product_name	company_name	company_country	company_type	facility_name	facility_country	facility_lat	facility_lng	facility_processes	composition	categories	certificates	characteristics	image
000794	Linen Weave Apron	Loom & Leaf Co.	United Kingdom	Supplier	Loom & Leaf Co. Facility 4	United Kingdom	57,0958	15,99	[Dyeing]	"[[""Lyocell (TENCEL)"",100]]"	[Laptop Bags]	[bluesign Approved, GOTS (Global Organic Textile Standard), GRS (Global Recycled Standard)]		https://example.com/demo-image.jpg
000795	Recycled Wood Picture Frame	EcoThreads	Spain	Supplier	EcoThreads Facility 4	Spain	36,253	28,2532	[Dyeing]	"[[""Elastane (Spandex)"",34],[""Acrylic"",33],[""Ramie"",33]]"	[Maternity Jeans]	[OEKO-TEX STeP, Fairtrade Textile Standard]		https://example.com/demo-image.jpg
000796	Cashmere	Mariner Textiles	Portugal	Supplier	Mariner Textiles Facility 1	Portugal	48,7658	20,9422	[Twisting & Winding, Mercerization]	"[[""Linen (Flax)"",100]]"	[Running Shoes]	[OEKO-TEX STeP, RDS (Responsible Down Standard), RCS (Recycled Claim Standard)]		https://example.com/demo-image.jpg
000797	Sustainable Denim Work Shirt	Loom & Leaf Co.	United Kingdom	Supplier	Loom & Leaf Co. Facility 3	United Kingdom	41,1633	6,9818	[Heat Setting, Bleaching]	"[[""Bamboo Fiber"",100]]"	[Evening Gowns]	[RAS (Responsible Alpaca Standard), OEKO-TEX STeP]		https://example.com/demo-image.jpg
000798	Handmade Linen Tablecloth	WeaveWorks	United States	Supplier	WeaveWorks Facility 3	United States	55,0454	19,6121	[Stitching / Sewing, Carding]	"[[""Wool"",100]]"	[Lyocell]	[OEKO-TEX Made in Green]		https://example.com/demo-image.jpg
000799	Reusable Water Bottle Cover	Urban Stitch	Canada	Supplier	Urban Stitch Facility 3	Canada	41,7184	29,3424	[Bleaching]	"[[""Viscose"",34],[""Synthetic Leather (PU Leather)"",33],[""Polyester"",33]]"	[Running Shoes]	[RAS (Responsible Alpaca Standard), ZDHC MRSL Compliance]		https://example.com/demo-image.jpg
000800	Eco Weave Canvas Bag	Summit Mills	Sweden	Supplier	Summit Mills Facility 4	Sweden	46,0255	-1,3766	[Finishing, Twisting & Winding, Washing / Scouring, Knitting]	"[[""Organic Cotton"",50],[""Polypropylene"",50]]"	[Sweaters]	[CmiA (Cotton made in Africa), RCS (Recycled Claim Standard)]		https://example.com/demo-image.jpg
000801	Organic Cotton Socks Set	Mariner Textiles	Portugal	Supplier	Mariner Textiles Facility 4	Portugal	53,631	-8,706	[Knitting, Quality Control & Inspection]	"[[""Ramie"",34],[""Polyester"",33],[""Recycled Polyester"",33]]"	[Boxer Briefs]	[Fairtrade Textile Standard]		https://example.com/demo-image.jpg
000802	Reusable Produce Bags	Heritage Textiles	Italy	Supplier	Heritage Textiles Facility 3	Italy	52,0849	24,0743	[Combing]	"[[""Cashmere"",50],[""Recycled Nylon"",50]]"	[Footwear]	[RMS (Responsible Mohair Standard)]		https://example.com/demo-image.jpg
000803	Soft Brushed Linen Pants	WeaveWorks	United States	Supplier	WeaveWorks Facility 2	United States	39,6236	8,334	[Cutting, Carding]	"[[""Merino Wool"",50],[""Recycled Cotton"",50]]"	[Insulated Jackets]	[Fairtrade Textile Standard, OEKO-TEX Made in Green]		https://example.com/demo-image.jpg
000804	Reusable Travel Pouch	Summit Mills	Sweden	Supplier	Summit Mills Facility 4	Sweden	46,0255	-1,3766	[Finishing, Twisting & Winding, Washing / Scouring, Knitting]	"[[""Acetate"",50],[""Synthetic Leather (PU Leather)"",50]]"	[Viscose]	[RCS (Recycled Claim Standard), GOTS (Global Organic Textile Standard), RAS (Responsible Alpaca Standard)]		https://example.com/demo-image.jpg
000805	Natural Fiber Ottoman Cushion	Riverstone Looms	France	Supplier	Riverstone Looms Facility 3	France	51,9069	20,668	[Fiber Preparation, Weaving, Printing]	"[[""Recycled Nylon"",34],[""Linen (Flax)"",33],[""Polypropylene"",33]]"	[Stretch Belts]	[Fairtrade Textile Standard, GOTS (Global Organic Textile Standard)]		https://example.com/demo-image.jpg
000806	Eco Weave Beach Bag	Mariner Textiles	Portugal	Supplier	Mariner Textiles Facility 1	Portugal	48,7658	20,9422	[Twisting & Winding, Mercerization]	"[[""Recycled Cotton"",34],[""Alpaca"",33],[""Wool"",33]]"	[Thermal Layers]	[RCS (Recycled Claim Standard)]		https://example.com/demo-image.jpg
000807	Handmade Linen Napkins	EcoThreads	Spain	Supplier	EcoThreads Facility 1	Spain	37,1789	29,2145	[Brushing / Raising, Stitching / Sewing]	"[[""Cupro"",50],[""Cotton"",50]]"	[Chinos]	[RWS (Responsible Wool Standard)]		https://example.com/demo-image.jpg
000808	Reusable Snack Bags	Mariner Textiles	Portugal	Supplier	Mariner Textiles Facility 3	Portugal	53,1436	9,2216	[Fiber Preparation, Printing]	"[[""Recycled Nylon"",34],[""Synthetic Leather (PU Leather)"",33],[""Bamboo Fiber"",33]]"	[Underwear]	[GRS (Global Recycled Standard)]		https://example.com/demo-image.jpg
000809	Reusable Travel Wrap	Mariner Textiles	Portugal	Supplier	Mariner Textiles Facility 3	Portugal	53,1436	9,2216	[Fiber Preparation, Printing]	"[[""Recycled Nylon"",34],[""Jute"",33],[""Acrylic"",33]]"	[Ankle Boots]	[RAS (Responsible Alpaca Standard)]		https://example.com/demo-image.jpg
000810	Sustainable Denim Jacket Vest	Urban Stitch	Canada	Supplier	Urban Stitch Facility 4	Canada	53,9255	-8,862	[Mercerization, Carding]	"[[""Viscose"",34],[""Silk"",33],[""Modal"",33]]"	[Dress Shirts]	[bluesign Approved]		https://example.com/demo-image.jpg
000811	Eco Weave Canvas Tote	Heritage Textiles	Italy	Supplier	Heritage Textiles Facility 1	Italy	54,2265	24,7713	[Combing]	"[[""Leather"",50],[""Tussah Silk"",50]]"	[Trunks]	[RWS (Responsible Wool Standard), GRS (Global Recycled Standard), RAS (Responsible Alpaca Standard)]		https://example.com/demo-image.jpg
000812	Merino Knit Beanie Set	WeaveWorks	United States	Supplier	WeaveWorks Facility 2	United States	39,6236	8,334	[Cutting, Carding]	"[[""Cashmere"",50],[""Mohair"",50]]"	[Aprons]	[EU Ecolabel for Textiles, RAS (Responsible Alpaca Standard), Nordic Swan Ecolabel]		https://example.com/demo-image.jpg
000813	Handmade Linen Pillow Covers	Skyline Weavers	Germany	Supplier	Skyline Weavers Facility 3	Germany	57,9298	-0,8645	[Knitting]	"[[""Jute"",50],[""Cashmere"",50]]"	[Shoulder Bags]	[Fairtrade Cotton]		https://example.com/demo-image.jpg
000814	Bamboo Knit Dress	Loom & Leaf Co.	United Kingdom	Supplier	Loom & Leaf Co. Facility 2	United Kingdom	57,7014	15,0913	[Brushing / Raising, Nonwoven Formation, Stitching / Sewing, Warping]	"[[""Bamboo Fiber"",100]]"	[Knee-High Socks]	[bluesign Approved, GOTS (Global Organic Textile Standard), CmiA (Cotton made in Africa)]		https://example.com/demo-image.jpg
000815	Cotton Lace Trim Camisole	GreenSpun Fabrics	Netherlands	Supplier	GreenSpun Fabrics Facility 3	Netherlands	46,1452	15,1115	[Dyeing]	"[[""Mohair"",34],[""Leather"",33],[""Nylon"",33]]"	[Satin]	[OEKO-TEX Standard 100, GRS (Global Recycled Standard), OEKO-TEX Made in Green]		https://example.com/demo-image.jpg
000816	Bamboo Knit Socks	Skyline Weavers	Germany	Supplier	Skyline Weavers Facility 4	Germany	48,4044	15,8282	[Combing, Bleaching]	"[[""Hemp"",100]]"	[Track Pants]	[GOTS (Global Organic Textile Standard), RAS (Responsible Alpaca Standard), OCS (Organic Content Standard)]		https://example.com/demo-image.jpg
000817	Linen Weave Pillowcase	Skyline Weavers	Germany	Supplier	Skyline Weavers Facility 4	Germany	48,4044	15,8282	[Combing, Bleaching]	"[[""Polyurethane"",50],[""Viscose"",50]]"	[Knee-High Socks]	[GRS (Global Recycled Standard), RCS (Recycled Claim Standard)]		https://example.com/demo-image.jpg
000818	Cotton Lace Trim Dress	Heritage Textiles	Italy	Supplier	Heritage Textiles Facility 1	Italy	54,2265	24,7713	[Combing]	"[[""Recycled Cotton"",34],[""Organic Cotton"",33],[""Alpaca"",33]]"	[Clutches]	[CmiA (Cotton made in Africa), GOTS (Global Organic Textile Standard), bluesign Approved]		https://example.com/demo-image.jpg
000819	Faux Leather Handbag Clutch	WeaveWorks	United States	Supplier	WeaveWorks Facility 3	United States	55,0454	19,6121	[Stitching / Sewing, Carding]	"[[""Linen (Flax)"",34],[""Tussah Silk"",33],[""Polyester"",33]]"	[Modal]	[GOTS (Global Organic Textile Standard), OCS (Organic Content Standard), Fairtrade Cotton]		https://example.com/demo-image.jpg
000820	Linen Weave Table Runner Set	WeaveWorks	United States	Supplier	WeaveWorks Facility 2	United States	39,6236	8,334	[Cutting, Carding]	"[[""Organic Cotton"",100]]"	[Plus Size]	[RAS (Responsible Alpaca Standard), OEKO-TEX Made in Green, Fairtrade Cotton]		https://example.com/demo-image.jpg
000821	Cotton Lace Trim Camisole Top	EcoThreads	Spain	Supplier	EcoThreads Facility 4	Spain	36,253	28,2532	[Dyeing]	"[[""Mohair"",50],[""Cotton"",50]]"	[Chiffon]	[RMS (Responsible Mohair Standard), OEKO-TEX Standard 100]		https://example.com/demo-image.jpg
000822	Silk	Riverstone Looms	France	Supplier	Riverstone Looms Facility 3	France	51,9069	20,668	[Fiber Preparation, Weaving, Printing]	"[[""Tussah Silk"",50],[""Acetate"",50]]"	[One-Piece]	[RCS (Recycled Claim Standard), Fairtrade Cotton]		https://example.com/demo-image.jpg
000823	Bamboo Fabric Baby Clothes	GreenSpun Fabrics	Netherlands	Supplier	GreenSpun Fabrics Facility 4	Netherlands	40,86	-6,2215	[Stitching / Sewing, Mercerization, Twisting & Winding]	"[[""Viscose"",100]]"	[Kids T-Shirts]	[RDS (Responsible Down Standard)]		https://example.com/demo-image.jpg
000824	Soft Sherpa Lined Jacket	Skyline Weavers	Germany	Supplier	Skyline Weavers Facility 3	Germany	57,9298	-0,8645	[Knitting]	"[[""Tussah Silk"",34],[""Hemp"",33],[""Cotton"",33]]"	[Lace]	[ZDHC MRSL Compliance, EU Ecolabel for Textiles]		https://example.com/demo-image.jpg
000825	Soft Brushed Polyester Jacket	Loom & Leaf Co.	United Kingdom	Supplier	Loom & Leaf Co. Facility 3	United Kingdom	41,1633	6,9818	[Heat Setting, Bleaching]	"[[""Alpaca"",34],[""Wool"",33],[""Polyester"",33]]"	[Kids Swimwear]	[GRS (Global Recycled Standard)]		https://example.com/demo-image.jpg
000826	Bamboo Fabric Tablecloth	Mariner Textiles	Portugal	Supplier	Mariner Textiles Facility 3	Portugal	53,1436	9,2216	[Fiber Preparation, Printing]	"[[""Organic Cotton"",50],[""Cotton"",50]]"	[T-Shirts]	[GOTS (Global Organic Textile Standard), RDS (Responsible Down Standard), RCS (Recycled Claim Standard)]		https://example.com/demo-image.jpg
000827	Handloomed Cotton Towel Set	Loom & Leaf Co.	United Kingdom	Supplier	Loom & Leaf Co. Facility 3	United Kingdom	41,1633	6,9818	[Heat Setting, Bleaching]	"[[""Cupro"",34],[""Wool"",33],[""Viscose"",33]]"	[Plus Outerwear]	[GOTS (Global Organic Textile Standard), ZDHC MRSL Compliance, RDS (Responsible Down Standard)]		https://example.com/demo-image.jpg
000828	Soft Sherpa Lined Gloves	Skyline Weavers	Germany	Supplier	Skyline Weavers Facility 1	Germany	49,0419	-3,9234	[Warping, Spinning, Carding]	"[[""Jute"",100]]"	[Shrugs]	[bluesign Approved]		https://example.com/demo-image.jpg
000829	Faux Fur Trim Vest	Heritage Textiles	Italy	Supplier	Heritage Textiles Facility 4	Italy	56,3153	-3,0709	[Heat Setting, Quality Control & Inspection, Twisting & Winding, Spinning]	"[[""Polyurethane"",50],[""Linen (Flax)"",50]]"	[Insulated Jackets]	[RDS (Responsible Down Standard), EU Ecolabel for Textiles, Fairtrade Cotton]		https://example.com/demo-image.jpg
000830	Organic Cotton Kids Dress	GreenSpun Fabrics	Netherlands	Supplier	GreenSpun Fabrics Facility 2	Netherlands	50,7905	29,0179	[Nonwoven Formation, Warping, Printing, Knitting]	"[[""Organic Cotton"",100]]"	[Pencil Skirts]	[RCS (Recycled Claim Standard), ZDHC MRSL Compliance]		https://example.com/demo-image.jpg
000831	Eco Friendly Water Bottle Bag	WeaveWorks	United States	Supplier	WeaveWorks Facility 2	United States	39,6236	8,334	[Cutting, Carding]	"[[""Cupro"",50],[""Ramie"",50]]"	[Seasonal]	[bluesign Approved, GOTS (Global Organic Textile Standard)]		https://example.com/demo-image.jpg
000832	Organic Cotton Kids Shirt	Riverstone Looms	France	Supplier	Riverstone Looms Facility 2	France	42,429	6,8353	[Stitching / Sewing, Knitting]	"[[""Alpaca"",50],[""Cupro"",50]]"	[Kids Outerwear]	[RAS (Responsible Alpaca Standard), bluesign Approved, Fairtrade Textile Standard]		https://example.com/demo-image.jpg
000833	Merino Knit Socks 6 Pack	Heritage Textiles	Italy	Supplier	Heritage Textiles Facility 2	Italy	42,679	18,002	[Cutting]	"[[""Jute"",50],[""Lyocell (TENCEL)"",50]]"	[Leather Belts]	[GOTS (Global Organic Textile Standard), Higg Product Module (Higg MSI)]		https://example.com/demo-image.jpg
000834	Reclaimed Wood Picture Frame Set	EcoThreads	Spain	Supplier	EcoThreads Facility 4	Spain	36,253	28,2532	[Dyeing]	"[[""Alpaca"",50],[""Synthetic Leather (PU Leather)"",50]]"	[Board Shorts]	[BCI (Better Cotton Initiative), RDS (Responsible Down Standard), RCS (Recycled Claim Standard)]		https://example.com/demo-image.jpg
000835	Organic Cotton Kids Pajamas	Urban Stitch	Canada	Supplier	Urban Stitch Facility 4	Canada	53,9255	-8,862	[Mercerization, Carding]	"[[""Bamboo Fiber"",34],[""Silk"",33],[""Polypropylene"",33]]"	[Leather Jackets]	[RCS (Recycled Claim Standard)]		https://example.com/demo-image.jpg
000836	Sustainable Fashion Hoodie	EcoThreads	Spain	Supplier	EcoThreads Facility 2	Spain	56,945	26,8897	[Weaving]	"[[""Cupro"",50],[""Organic Cotton"",50]]"	[Coats]	[RAS (Responsible Alpaca Standard)]		https://example.com/demo-image.jpg
000837	Natural Fiber Travel Pouch	GreenSpun Fabrics	Netherlands	Supplier	GreenSpun Fabrics Facility 4	Netherlands	40,86	-6,2215	[Stitching / Sewing, Mercerization, Twisting & Winding]	"[[""Alpaca"",34],[""Hemp"",33],[""Jute"",33]]"	[G-Strings]	[OEKO-TEX STeP, RCS (Recycled Claim Standard), RAS (Responsible Alpaca Standard)]		https://example.com/demo-image.jpg
000838	Reclaimed Wood Coffee Table Set	EcoThreads	Spain	Supplier	EcoThreads Facility 4	Spain	36,253	28,2532	[Dyeing]	"[[""Viscose"",100]]"	[Sports Bras]	[Fairtrade Cotton, RCS (Recycled Claim Standard), OEKO-TEX Made in Green]		https://example.com/demo-image.jpg
000839	Recycled Glass Fiber Rug	WeaveWorks	United States	Supplier	WeaveWorks Facility 3	United States	55,0454	19,6121	[Stitching / Sewing, Carding]	"[[""Wool"",100]]"	[Plus Size]	[Nordic Swan Ecolabel]		https://example.com/demo-image.jpg
000840	Recycled Denim Jeans Jacket	GreenSpun Fabrics	Netherlands	Supplier	GreenSpun Fabrics Facility 3	Netherlands	46,1452	15,1115	[Dyeing]	"[[""Synthetic Leather (PU Leather)"",34],[""Tussah Silk"",33],[""Recycled Polyester"",33]]"	[Nightgowns]	[CmiA (Cotton made in Africa), OEKO-TEX Standard 100, RMS (Responsible Mohair Standard)]		https://example.com/demo-image.jpg
000841	Organic Cotton Kids Hoodie	Summit Mills	Sweden	Supplier	Summit Mills Facility 3	Sweden	47,8322	7,145	[Dyeing, Nonwoven Formation, Knitting, Mercerization]	"[[""Organic Cotton"",34],[""Leather"",33],[""Modal"",33]]"	[Shirt Dresses]	[GOTS (Global Organic Textile Standard), RCS (Recycled Claim Standard), bluesign Approved]		https://example.com/demo-image.jpg
000842	Natural Fiber Beach Mat	EcoThreads	Spain	Supplier	EcoThreads Facility 2	Spain	56,945	26,8897	[Weaving]	"[[""Merino Wool"",100]]"	[Hoodies]	[OEKO-TEX Standard 100, RAS (Responsible Alpaca Standard)]		https://example.com/demo-image.jpg
000843	Recycled Glass Fiber Vase	Mariner Textiles	Portugal	Supplier	Mariner Textiles Facility 4	Portugal	53,631	-8,706	[Knitting, Quality Control & Inspection]	"[[""Silk"",50],[""Acetate"",50]]"	[Jackets]	[RWS (Responsible Wool Standard)]		https://example.com/demo-image.jpg
000844	Linen Blend Napkin Set	Loom & Leaf Co.	United Kingdom	Supplier	Loom & Leaf Co. Facility 2	United Kingdom	57,7014	15,0913	[Brushing / Raising, Nonwoven Formation, Stitching / Sewing, Warping]	"[[""Lyocell (TENCEL)"",100]]"	[Faux Fur]	[GRS (Global Recycled Standard), OEKO-TEX Made in Green, OEKO-TEX Standard 100]		https://example.com/demo-image.jpg
000845	Organic Cotton Kids Romper	Summit Mills	Sweden	Supplier	Summit Mills Facility 4	Sweden	46,0255	-1,3766	[Finishing, Twisting & Winding, Washing / Scouring, Knitting]	"[[""Hemp"",100]]"	[Fleece]	[OEKO-TEX STeP]		https://example.com/demo-image.jpg
000846	Sustainable Cotton T-Shirt Set	Skyline Weavers	Germany	Supplier	Skyline Weavers Facility 3	Germany	57,9298	-0,8645	[Knitting]	"[[""Linen (Flax)"",50],[""Silk"",50]]"	[Scarves]	[OEKO-TEX Made in Green, BCI (Better Cotton Initiative), Nordic Swan Ecolabel]		https://example.com/demo-image.jpg
000847	Bamboo Tote Beach Bag Set	Heritage Textiles	Italy	Supplier	Heritage Textiles Facility 3	Italy	52,0849	24,0743	[Combing]	"[[""Acetate"",34],[""Modal"",33],[""Nylon"",33]]"	[Faux Fur]	[GOTS (Global Organic Textile Standard), OEKO-TEX Made in Green]		https://example.com/demo-image.jpg
000848	Silk Blend Scarf Wrap Set	GreenSpun Fabrics	Netherlands	Supplier	GreenSpun Fabrics Facility 4	Netherlands	40,86	-6,2215	[Stitching / Sewing, Mercerization, Twisting & Winding]	"[[""Modal"",100]]"	[Yoga Leggings]	[RMS (Responsible Mohair Standard), OCS (Organic Content Standard), Fairtrade Cotton]		https://example.com/demo-image.jpg
000849	Recycled Denim Jacket Set	Loom & Leaf Co.	United Kingdom	Supplier	Loom & Leaf Co. Facility 3	United Kingdom	41,1633	6,9818	[Heat Setting, Bleaching]	"[[""Linen (Flax)"",50],[""Elastane (Spandex)"",50]]"	[Spandex]	[Higg Product Module (Higg MSI), GOTS (Global Organic Textile Standard)]		https://example.com/demo-image.jpg
000850	Linen Blend Summer Dress Set	GreenSpun Fabrics	Netherlands	Supplier	GreenSpun Fabrics Facility 2	Netherlands	50,7905	29,0179	[Nonwoven Formation, Warping, Printing, Knitting]	"[[""Cotton"",34],[""Merino Wool"",33],[""Alpaca"",33]]"	[Maternity Dresses]	[GOTS (Global Organic Textile Standard)]		https://example.com/demo-image.jpg
000851	Bamboo Rayon Lounge Pants Set	Summit Mills	Sweden	Supplier	Summit Mills Facility 3	Sweden	47,8322	7,145	[Dyeing, Nonwoven Formation, Knitting, Mercerization]	"[[""Wool"",34],[""Linen (Flax)"",33],[""Organic Cotton"",33]]"	[Nightgowns]	[Higg Product Module (Higg MSI), RMS (Responsible Mohair Standard)]		https://example.com/demo-image.jpg
000852	Handloomed Wool Throw Blanket Set	Skyline Weavers	Germany	Supplier	Skyline Weavers Facility 4	Germany	48,4044	15,8282	[Combing, Bleaching]	"[[""Wool"",34],[""Polyurethane"",33],[""Recycled Polyester"",33]]"	[Loafers]	[Fairtrade Cotton, GOTS (Global Organic Textile Standard), bluesign Approved]		https://example.com/demo-image.jpg
000853	Recycled Yarn Knit Hat	EcoThreads	Spain	Supplier	EcoThreads Facility 3	Spain	38,7094	9,5543	[Cutting, Printing]	"[[""Recycled Nylon"",50],[""Merino Wool"",50]]"	[Skirts]	[OEKO-TEX Standard 100, GOTS (Global Organic Textile Standard)]		https://example.com/demo-image.jpg
000854	Eco Weave Tote Bag	Mariner Textiles	Portugal	Supplier	Mariner Textiles Facility 3	Portugal	53,1436	9,2216	[Fiber Preparation, Printing]	"[[""Acetate"",50],[""Acrylic"",50]]"	[Stockings]	[GRS (Global Recycled Standard), BCI (Better Cotton Initiative), bluesign Approved]		https://example.com/demo-image.jpg
000855	Recycled Yarn Knit Socks	Loom & Leaf Co.	United Kingdom	Supplier	Loom & Leaf Co. Facility 1	United Kingdom	39,4716	23,6831	[Stitching / Sewing, Heat Setting, Washing / Scouring, Brushing / Raising]	"[[""Jute"",50],[""Polypropylene"",50]]"	[Board Shorts]	[bluesign Approved]		https://example.com/demo-image.jpg
000856	Wool Blend Ins	EcoThreads	Spain	Supplier	EcoThreads Facility 2	Spain	56,945	26,8897	[Weaving]	"[[""Lyocell (TENCEL)"",100]]"	[Thermal Layers]	[GOTS (Global Organic Textile Standard), RMS (Responsible Mohair Standard)]		https://example.com/demo-image.jpg
000857	Handmade Silk Scarf Necklace	EcoThreads	Spain	Supplier	EcoThreads Facility 3	Spain	38,7094	9,5543	[Cutting, Printing]	"[[""Recycled Nylon"",34],[""Acrylic"",33],[""Wool"",33]]"	[Beanies]	[Fairtrade Cotton]		https://example.com/demo-image.jpg
000858	Natural Dye T-Shirt Tee	Summit Mills	Sweden	Supplier	Summit Mills Facility 1	Sweden	37,9433	23,3396	[Bleaching, Quality Control & Inspection]	"[[""Tussah Silk"",34],[""Cupro"",33],[""Ramie"",33]]"	[Mini Skirts]	[Fairtrade Textile Standard, CmiA (Cotton made in Africa)]		https://example.com/demo-image.jpg
000859	Linen Blend Bedding Sheet	Summit Mills	Sweden	Supplier	Summit Mills Facility 3	Sweden	47,8322	7,145	[Dyeing, Nonwoven Formation, Knitting, Mercerization]	"[[""Leather"",100]]"	[Bottoms]	[Fairtrade Textile Standard, bluesign Approved]		https://example.com/demo-image.jpg
000860	Soft Fleece Lined Boots	Mariner Textiles	Portugal	Supplier	Mariner Textiles Facility 3	Portugal	53,1436	9,2216	[Fiber Preparation, Printing]	"[[""Linen (Flax)"",34],[""Cashmere"",33],[""Recycled Cotton"",33]]"	[Rayon]	[GOTS (Global Organic Textile Standard), bluesign Approved, ZDHC MRSL Compliance]		https://example.com/demo-image.jpg
000861	Linen Blend Tablecloth Cover	GreenSpun Fabrics	Netherlands	Supplier	GreenSpun Fabrics Facility 2	Netherlands	50,7905	29,0179	[Nonwoven Formation, Warping, Printing, Knitting]	"[[""Acetate"",50],[""Wool"",50]]"	[Baby Dresses]	[Fairtrade Cotton]		https://example.com/demo-image.jpg
000862	Handmade Silk Wall Hanging	Loom & Leaf Co.	United Kingdom	Supplier	Loom & Leaf Co. Facility 4	United Kingdom	57,0958	15,99	[Dyeing]	"[[""Bamboo Fiber"",100]]"	[Sweaters]	[GRS (Global Recycled Standard), BCI (Better Cotton Initiative), OEKO-TEX Standard 100]		https://example.com/demo-image.jpg
000863	Sustainable Denim Jeans Pants	Riverstone Looms	France	Supplier	Riverstone Looms Facility 3	France	51,9069	20,668	[Fiber Preparation, Weaving, Printing]	"[[""Alpaca"",34],[""Elastane (Spandex)"",33],[""Silk"",33]]"	[Kids T-Shirts]	[Higg Product Module (Higg MSI)]		https://example.com/demo-image.jpg
000864	Recycled Polyester T-Shirt Top	Summit Mills	Sweden	Supplier	Summit Mills Facility 3	Sweden	47,8322	7,145	[Dyeing, Nonwoven Formation, Knitting, Mercerization]	"[[""Viscose"",100]]"	[Training Pants]	[GOTS (Global Organic Textile Standard), OCS (Organic Content Standard)]		https://example.com/demo-image.jpg
000865	Faux Leather Biker Jacket Vest	Skyline Weavers	Germany	Supplier	Skyline Weavers Facility 2	Germany	46,6033	10,979	[Heat Setting]	"[[""Alpaca"",50],[""Mohair"",50]]"	[Work Pants]	[OCS (Organic Content Standard)]		https://example.com/demo-image.jpg
000866	Handwoven Jute Basket Set	Skyline Weavers	Germany	Supplier	Skyline Weavers Facility 3	Germany	57,9298	-0,8645	[Knitting]	"[[""Cupro"",50],[""Alpaca"",50]]"	[Sandals]	[GOTS (Global Organic Textile Standard), Nordic Swan Ecolabel, Fairtrade Textile Standard]		https://example.com/demo-image.jpg
000867	Reclaimed Wood Wall Art	Heritage Textiles	Italy	Supplier	Heritage Textiles Facility 1	Italy	54,2265	24,7713	[Combing]	"[[""Linen (Flax)"",100]]"	[Compression Tops]	[Higg Product Module (Higg MSI)]		https://example.com/demo-image.jpg
000868	Reclaimed Leather Wallet	Heritage Textiles	Italy	Supplier	Heritage Textiles Facility 3	Italy	52,0849	24,0743	[Combing]	"[[""Ramie"",100]]"	[Dress Shirts]	[RMS (Responsible Mohair Standard), RWS (Responsible Wool Standard)]		https://example.com/demo-image.jpg
000869	Organic Cotton Travel Bag	Heritage Textiles	Italy	Supplier	Heritage Textiles Facility 2	Italy	42,679	18,002	[Cutting]	"[[""Mohair"",100]]"	[Trunks]	[RMS (Responsible Mohair Standard), GOTS (Global Organic Textile Standard)]		https://example.com/demo-image.jpg
000870	Recycled Glass Bottle Vase	Heritage Textiles	Italy	Supplier	Heritage Textiles Facility 4	Italy	56,3153	-3,0709	[Heat Setting, Quality Control & Inspection, Twisting & Winding, Spinning]	"[[""Jute"",100]]"	[Kids T-Shirts]	[GOTS (Global Organic Textile Standard), OEKO-TEX STeP, OEKO-TEX Made in Green]		https://example.com/demo-image.jpg
000871	Reclaimed Leather Belt	Heritage Textiles	Italy	Supplier	Heritage Textiles Facility 2	Italy	42,679	18,002	[Cutting]	"[[""Cupro"",50],[""Organic Cotton"",50]]"	[Bodycon Dresses]	[ZDHC MRSL Compliance, RAS (Responsible Alpaca Standard), Fairtrade Cotton]		https://example.com/demo-image.jpg
000872	Recycled Plastic Bag Set	Riverstone Looms	France	Supplier	Riverstone Looms Facility 4	France	41,8524	9,0549	[Spinning, Cutting]	"[[""Ramie"",50],[""Cotton"",50]]"	[Training Pants]	[ZDHC MRSL Compliance, OEKO-TEX Standard 100, Nordic Swan Ecolabel]		https://example.com/demo-image.jpg
000873	Faux Fur Trim	Summit Mills	Sweden	Supplier	Summit Mills Facility 4	Sweden	46,0255	-1,3766	[Finishing, Twisting & Winding, Washing / Scouring, Knitting]	"[[""Recycled Cotton"",100]]"	[Cocktail Dresses]	[OEKO-TEX Made in Green]		https://example.com/demo-image.jpg
000874	Handloomed Wool Beret Hat	Loom & Leaf Co.	United Kingdom	Supplier	Loom & Leaf Co. Facility 3	United Kingdom	41,1633	6,9818	[Heat Setting, Bleaching]	"[[""Tussah Silk"",50],[""Silk"",50]]"	[Heels]	[OCS (Organic Content Standard), bluesign Approved, EU Ecolabel for Textiles]		https://example.com/demo-image.jpg
000875	Natural Fiber Yoga Blocks	WeaveWorks	United States	Supplier	WeaveWorks Facility 4	United States	41,5791	0,1702	[Mercerization, Quality Control & Inspection, Weaving]	"[[""Cotton"",34],[""Jute"",33],[""Linen (Flax)"",33]]"	[Crossbody Bags]	[Nordic Swan Ecolabel]		https://example.com/demo-image.jpg
000876	Linen Blend Bedding Sheets	Heritage Textiles	Italy	Supplier	Heritage Textiles Facility 2	Italy	42,679	18,002	[Cutting]	"[[""Polypropylene"",34],[""Recycled Cotton"",33],[""Cotton"",33]]"	[Trousers]	[ZDHC MRSL Compliance]		https://example.com/demo-image.jpg
000877	Soft Fleece Hooded Jacket	Loom & Leaf Co.	United Kingdom	Supplier	Loom & Leaf Co. Facility 4	United Kingdom	57,0958	15,99	[Dyeing]	"[[""Recycled Nylon"",50],[""Wool"",50]]"	[Mini Dresses]	[Nordic Swan Ecolabel]		https://example.com/demo-image.jpg
000878	Handloomed Wool Socks	Urban Stitch	Canada	Supplier	Urban Stitch Facility 2	Canada	55,9318	11,5176	[Weaving]	"[[""Mohair"",100]]"	[Trunks]	[RAS (Responsible Alpaca Standard)]		https://example.com/demo-image.jpg
